Center Name,Legal Name,Building,Street,Borough,ZipCode,address,status,street,borough,zip,cb,cwz,latitude,longitude,bbl,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,index_age,indextype,index
ADAPT Community Network Bronx Children's Program,UNITED CEREBRAL PALSY OF NEW YORK CITY INC.,1770,STILLWELL AVENUE,BRONX,10469,"1770 STILLWELL AVENUE,BRONX 10469",OK,1770 STILLWELL AVENUE,BRONX,10469,211,BX2,40.858063,-73.834696,2044110300,718-652-9790,4911,9/19/2024,Permitted,2 YEARS - 5 YEARS,135,DC1627,PRESCHOOL,GDC,Child Care - Pre School,2000000,www.adaptcommunitynetwork.org,6/25/2004,N,40,21.905,34,11.9769,20,6.1285,20,18.9541,5,1,17
ADAPT COMMUNITY NETWORK THE GREENPOINT SCHOOL,UNITED CEREBRAL PALSY OF NYC,725,Leonard Street,BROOKLYN,11222,"725 Leonard Street,BROOKLYN 11222",OK,725 LEONARD STREET,BROOKLYN,11222,301,BK1,40.729202,-73.952872,3025740053,347-472-4792,105150,3/6/2024,Permitted,2 YEARS - 5 YEARS,66,DC38365,PRESCHOOL,GDC,Child Care - Pre School,3333079,www.adaptcommunitynetwork.org,3/6/2020,Y,20,21.905,12,11.9769,0,6.1285,20,18.9541,5,1,17
ADAPT COMMUNITY NETWORK WEST END PROGRAM,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",80,WEST END AVENUE,MANHATTAN,10023,"80 WEST END AVENUE,MANHATTAN 10023",OK,80 WEST END AVENUE,MANHATTAN,10023,107,MN5,40.774239,-73.988522,1011547501,646-740-2525,96377,9/3/2023,Permitted,2 YEARS - 5 YEARS,275,DC32276,PRESCHOOL,GDC,Child Care - Pre School,1030337,www.ucpnyc.org,9/3/2015,Y,25,21.905,67,11.9769,0,6.1285,25,18.9541,5,1,17
ADAPT COMMUNITY NETWORK/ HARRY H. GORDON SCHOOL,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",2465,BATHGATE AVENUE,BRONX,10458,"2465 BATHGATE AVENUE,BRONX 10458",OK,2465 BATHGATE AVENUE,BRONX,10458,206,BX1,40.858243,-73.888671,2030580020,718-367-5917,105234,9/9/2024,Permitted,2 YEARS - 5 YEARS,165,DC39218,PRESCHOOL,GDC,Child Care - Pre School,2011776,www.adaptcommunitynetwork.org,9/9/2020,Y,60,21.905,29,11.9769,0,6.1285,60,18.9541,5,1,17
ADAPT COMMUNITY NETWORK-BROOKLYN CHILDREN'S PRESCHOOL PROGRAM,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",160,LAWRENCE AVENUE,BROOKLYN,11230,"160 LAWRENCE AVENUE,BROOKLYN 11230",OK,160 LAWRENCE AVENUE,BROOKLYN,11230,314,BK5,40.630647,-73.973585,3054230026,718-436-7979,5353,8/21/2024,Permitted,2 YEARS - 5 YEARS,141,DC1774,PRESCHOOL,GDC,Child Care - Pre School,3127903,www.ucpnyc.org,7/25/2005,N,0,21.905,31,11.9769,0,6.1285,0,18.9541,5,1,17
"ADAPTIVE SOLUTIONS MULTI SERVICES (SLP, PT, OT, PSYCH)","ADAPTIVE SOLUTIONS MULTI SERVICES(SLP,PT,OT,PSYCH) PLLC",992,GATES AVENUE,BROOKLYN,11221,"992 GATES AVENUE,BROOKLYN 11221",OK,992 GATES AVENUE,BROOKLYN,11221,303,BK1,40.6893,-73.923685,3014800002,718-483-9553,16597,5/16/2024,Permitted,2 YEARS - 5 YEARS,140,DC22513,PRESCHOOL,GDC,Child Care - Pre School,3039623,,5/16/2012,Y,25,21.905,23,11.9769,0,6.1285,25,18.9541,5,1,17
"ADAPTIVE SOLUTIONS MULTI SERVICES (ST,OT, PT, PSY) PLLC","ADAPTIVE SOLUTIONS MULTI SERVICES (SPEECH LANGUAGE PATHOLOGY, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, PSYCHOLOGY) PLLC. '",185,Hegeman Avenue,BROOKLYN,11212,"185 Hegeman Avenue,BROOKLYN 11212",OK,185 HEGEMAN AVENUE,BROOKLYN,11212,316,BK3,40.656612,-73.905068,3036280006,347-529-2617,104329,1/30/2024,Permitted,2 YEARS - 5 YEARS,24,DC36212,PRESCHOOL,GDC,Child Care - Pre School,3082902,,1/30/2018,Y,25,21.905,11,11.9769,25,6.1285,25,18.9541,5,1,17
"ADAPTIVE SOLUTIONS MULTI SERVICES(Speech language pathology, physical therapy, occupational therapy, psychology) PLLC","ADAPTIVE SOLUTIONS MULTI SERVICES(Speech language pathology, physical therapy, occupational therapy, psychology) PLLC",756,MYRTLE AVENUE,BROOKLYN,11206,"756 MYRTLE AVENUE,BROOKLYN 11206",OK,756 MYRTLE AVENUE,BROOKLYN,11206,303,BK1,40.695021,-73.952276,3017547502,718-483-9553,104728,2/6/2023,Expired-In Renewal,2 YEARS - 5 YEARS,26,DC37904,PRESCHOOL,GDC,Child Care - Pre School,3393745,,2/6/2019,Y,0,21.905,4,11.9769,0,6.1285,0,18.9541,5,1,17
ADDIE MAE COLLINS COMMUNITY SERVICES INC.,ADDIE MAE COLLINS COMMUNITY SERVICES INC.,2322,THIRD AVE,MANHATTAN,10035,"2322 THIRD AVE,MANHATTAN 10035",OK,2322 THIRD AVENUE,MANHATTAN,10035,111,MN6,40.804465,-73.93526,1017750033,212-831-3144,24778,10/12/2022,Expired-In Renewal,2 YEARS - 5 YEARS,155,DC24683,PRESCHOOL,GDC,Child Care - Pre School,1054497,www.addiemaecollins.org,10/12/2012,Y,0,21.905,12,11.9769,0,6.1285,0,18.9541,5,1,17
"ADDIE MAE COLLINS COMMUNITY SERVICES, INC.","ADDIE MAE COLLINS COMMUNITY SERVICES, INC.",345,EAST 101 STREET,MANHATTAN,10029,"345 EAST 101 STREET,MANHATTAN 10029",OK,345 EAST  101 STREET,MANHATTAN,10029,111,MN6,40.787019,-73.943742,1016730006,212-831-6407,6148,5/9/2022,Expired-In Renewal,2 YEARS - 5 YEARS,33,DC2981,PRESCHOOL,GDC,Child Care - Pre School,1079340,www.addiemaecollins.org,3/19/2004,N,50,21.905,5,11.9769,0,6.1285,50,18.9541,5,1,17
ADELPHI ACADEMY OF BROOKLYN,"ADELPHI ACADEMY,INC",8515,RIDGE BLVD,BROOKLYN,11209,"8515 RIDGE BLVD,BROOKLYN 11209",OK,8515 RIDGE BOULEVARD,BROOKLYN,11209,310,BK4,40.624746,-74.03347,3060330001,718-238-3308,,8/4/2115,Active,2 YEARS - 5 YEARS,15,DC10865,PRESCHOOL,SBCC,School Based Child Care,3328998,www.AdelphiAcademy.org,,,100,45.1817,7,8.0094,100,23.3017,0,35.2291,5,4,24
ADVANTAGE ALL CITY CAMPS,ROOSEVELT ISLAND RACKET CLUB ASSOCIATION/HCK RECREATION,281,MAIN STREET,MANHATTAN,10044,"281 MAIN STREET,MANHATTAN 10044",OK,281 MAIN STREET,MANHATTAN,10044,108,QN1,40.75687,-73.955574,1013730001,212-935-0250,67740,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,75,DC32006,ALL AGE CAMP,Camp,Camp,1089275,www.advantagecamps.net,6/24/2014,N,33.3333,26.8868,0,1,33.3333,14.2558,0,21.8553,7,3,68
"ADVANTAGE YOUTH, INC.","Advantage Youth, Inc.",220,E 76TH ST,MANHATTAN,10021,"220 E 76TH ST,MANHATTAN 10021",OK,220 EAST   76 STREET,MANHATTAN,10021,108,MN6,40.77205,-73.958073,1014300005,646-884-9648,105672,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,0,DC41241,ALL AGE CAMP,Camp,Camp,1044058,,6/10/2022,Y,,,0,1,,,,,7,3,68
ADVENTURELAND CHILD CARE CENTER INC,ADVENTURELAND CHILD CARE CENTER INC.,41-31,58 STREET,QUEENS,11377,"41-31 58 STREET,QUEENS 11377",OK,41-31 58 STREET,QUEENS,11377,402,QN1,40.74398,-73.906961,4013320044,718-274-4769,7176,7/1/2023,Permitted,2 YEARS - 5 YEARS,60,DC14230,PRESCHOOL,GDC,Child Care - Pre School,4031249,,11/12/2002,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
ADVENTURELAND CHILD CARE CENTER INC.,ADVENTURELAND CHILD CARE CENTER INC.,32-04,31ST AVENUE,QUEENS,11106,"32-04 31ST AVENUE,QUEENS 11106",OK,32-04 31 AVENUE,QUEENS,11106,401,QN1,40.76389,-73.922531,4006140040,718-777-2011,7968,12/3/2024,Permitted,0 YEARS - 2 YEARS,30,DC19052,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4008433,,12/4/2008,Y,50,17.4391,14,8.4034,0,4.9984,50,15.3835,6,2,34
ADVENTURELAND CHILD CARE CENTER INC.,ADVENTURELAND CHILD CARE CENTER INC.,41-31,58 STREET,QUEENS,11377,"41-31 58 STREET,QUEENS 11377",OK,41-31 58 STREET,QUEENS,11377,402,QN1,40.74398,-73.906961,4013320044,718-274-4769,7394,3/23/2025,Permitted,0 YEARS - 2 YEARS,15,DC1211,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4031249,,3/22/2005,N,20,17.4391,5,8.4034,0,4.9984,20,15.3835,6,2,34
"Adventureland Child Care Center, Inc.","Adventureland Child Care Center, Inc.",32-04,31ST AVENUE,QUEENS,11106,"32-04 31ST AVENUE,QUEENS 11106",OK,32-04 31 AVENUE,QUEENS,11106,401,QN1,40.76389,-73.922531,4006140040,718-777-2011,7969,12/3/2024,Permitted,2 YEARS - 5 YEARS,101,DC19051,PRESCHOOL,GDC,Child Care - Pre School,4008433,,12/4/2008,Y,16.6667,21.905,15,11.9769,0,6.1285,16.6667,18.9541,5,1,17
AFRO-AMERICAN PARENTS EDUCATIONAL CENTER INC.,AFRO-AMERICAN PARENTS EDUCATIONAL CENTER INC.,112-06,SUTPHIN BOULEVARD,QUEENS,11435,"112-06 SUTPHIN BOULEVARD,QUEENS 11435",OK,112-06 SUTPHIN BOULEVARD,QUEENS,11435,412,QN4,40.687358,-73.794709,4119660001,718-322-9080,4789,7/16/2024,Permitted,2 YEARS - 5 YEARS,97,DC2451,PRESCHOOL,GDC,Child Care - Pre School,4258993,,7/15/2004,N,25,21.905,11,11.9769,0,6.1285,25,18.9541,5,1,17
"AFRO-AMERICAN PARENTS EDUCATIONAL CENTER, INC.","AFRO-AMERICAN PARENTS EDUCATIONAL CENTER, INC.",108-17,159TH STREET,QUEENS,11433,"108-17 159TH STREET,QUEENS 11433",OK,108-17 159 STREET,QUEENS,11433,412,QN4,40.695014,-73.793773,4101480001,718-526-3068,8352,7/1/2023,Permitted,2 YEARS - 5 YEARS,52,DC21684,PRESCHOOL,GDC,Child Care - Pre School,4457481,,7/1/2011,Y,25,21.905,6,11.9769,0,6.1285,25,18.9541,5,1,17
"AFRO-AMERICAN PARENTS EDUCATIONAL CENTER, INC.","AFRO-AMERICAN PARENTS EDUCATIONAL CENTER, INC.",117-04,GUY BREWER BLVD,QUEENS,11434,"117-04 GUY BREWER BLVD,QUEENS 11434",OK,117-04 GUY BREWER BOULEVARD,QUEENS,11434,412,QN4,40.684163,-73.782961,4122400019,347-676-5077,74081,10/6/2024,Permitted,2 YEARS - 5 YEARS,59,DC32017,PRESCHOOL,GDC,Child Care - Pre School,4542466,,10/6/2014,Y,50,21.905,9,11.9769,0,6.1285,50,18.9541,5,1,17
AGUDATH CHASIDEI SPINKA,Agudath Chasidei Spinka,5801,15 AVENUE,BROOKLYN,11219,"5801 15 AVENUE,BROOKLYN 11219",OK,5801 15 AVENUE,BROOKLYN,11219,312,BK4,40.627238,-73.99304,3055020008,718-851-1600,105583,1/19/2024,Permitted,2 YEARS - 5 YEARS,48,DC40659,PRESCHOOL,GDC,Child Care - Pre School,3131335,,1/19/2022,Y,0,21.905,2,11.9769,0,6.1285,0,18.9541,5,1,17
AHI EZER EARLY CHILDHOOD CORP.,Ahi Ezer Congregation,2433,OCEAN PARKWAY,BROOKLYN,11235,"2433 OCEAN PARKWAY,BROOKLYN 11235",OK,2433 OCEAN PARKWAY,BROOKLYN,11235,315,BK5,40.590249,-73.965316,3072010001,718-648-6100,104219,8/29/2023,Permitted,2 YEARS - 5 YEARS,22,DC34610,PRESCHOOL,GDC,Child Care - Pre School,3195384,,8/29/2017,Y,0,21.905,4,11.9769,0,6.1285,0,18.9541,5,1,17
AHI EZER PRESCHOOL,AHI EZER YESHIVA,2433,OCEAN PARKWAY,BROOKLYN,11235,"2433 OCEAN PARKWAY,BROOKLYN 11235",OK,2433 OCEAN PARKWAY,BROOKLYN,11235,315,BK5,40.590249,-73.965316,3072010001,718-648-6100,,7/28/2116,Active,3 YEARS - 5 YEARS,72,DC485,PRESCHOOL,SBCC,School Based Child Care,3195384,,,,0,45.1817,4,8.0094,0,23.3017,0,35.2291,8,4,136
AHRC NEW YORK CITY,"NYSARC, INC.",434-456,WEST 56TH STREET,MANHATTAN,10019,"434-456 WEST 56TH STREET,MANHATTAN 10019",OK,434-456 WEST   56 STREET,MANHATTAN,10019,104,MN5,40.767706,-73.987325,1010650001,212-787-5400,103776,8/24/2022,Expired-In Renewal,2 YEARS - 5 YEARS,165,DC34011,PRESCHOOL,GDC,Child Care - Pre School,1026841,ahrcnyc.org,8/24/2016,Y,0,21.905,16,11.9769,0,6.1285,0,18.9541,5,1,17
AHRC NYC,AHRC NYC STATEN ISLAND PREPARATORY,23,SUMMIT STREET,STATEN ISLAND,10307,"23 SUMMIT STREET,STATEN ISLAND 10307",OK,23 SUMMIT STREET,STATEN IS,10307,503,SI1,40.509248,-74.243126,5078960048,212-780-2769,105210,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC39342,PRESCHOOL,SBCC,School Based Child Care,5109820,www.ahrcnyc.org,,,100,45.1817,0,8.0094,0,23.3017,100,35.2291,8,4,136
AIM HIGH CHILDREN'S SERVICES,AIM HIGH CHILDREN'S SERVICES,83,MARLBOROUGH ROAD,BROOKLYN,11226,"83 MARLBOROUGH ROAD,BROOKLYN 11226",OK,83 MARLBOROUGH ROAD,BROOKLYN,11226,314,BK5,40.647986,-73.965697,3050960001,718-509-0630,73417,9/16/2024,Permitted,2 YEARS - 5 YEARS,75,DC32355,PRESCHOOL,GDC,Child Care - Pre School,3117046,aimhighchild.org,9/16/2014,Y,50,21.905,23,11.9769,0,6.1285,50,18.9541,5,1,17
"AIM HIGH LEADERSHIP CENTER FOUR, INC.","AIM HIGH LEADERSHIP CENTER FOUR, INC.",97-08,ROCKAWAY BOULEVARD,QUEENS,11417,"97-08 ROCKAWAY BOULEVARD,QUEENS 11417",OK,97-08 ROCKAWAY BOULEVARD,QUEENS,11417,410,QN4,40.680271,-73.841752,4091680003,718-322-2133,105023,9/3/2023,Permitted,2 YEARS - 5 YEARS,183,DC37629,PRESCHOOL,GDC,Child Care - Pre School,4191192,www.aimhighleadershipcenters.com,9/3/2019,Y,20,21.905,18,11.9769,20,6.1285,20,18.9541,5,1,17
"AIM HIGH LEADERSHIP CENTER FOUR, INC.","Aim High Leadership Center Four, Inc",97-08,ROCKAWAY BOULEVARD,QUEENS,11417,"97-08 ROCKAWAY BOULEVARD,QUEENS 11417",OK,97-08 ROCKAWAY BOULEVARD,QUEENS,11417,410,QN4,40.680271,-73.841752,4091680003,516-978-1347,105890,12/30/2024,Permitted,0 YEARS - 2 YEARS,18,DC37816,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4191192,,12/30/2022,Y,0,17.4391,1,8.4034,0,4.9984,0,15.3835,6,2,34
"AIM HIGH LEADERSHIP CENTER, THREE INC","Aim High Leadership Center Three, Inc.",133-13,ROCKAWAY BOULEVARD,QUEENS,11420,"133-13 ROCKAWAY BOULEVARD,QUEENS 11420",OK,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,410,QN4,40.674673,-73.804893,4117000005,516-978-1347,103758,8/5/2024,Permitted,2 YEARS - 5 YEARS,20,DC34023,PRESCHOOL,GDC,Child Care - Pre School,4253202,,8/5/2016,Y,0,21.905,4,11.9769,0,6.1285,0,18.9541,5,1,17
AL MAMOOR SCHOOL,AL MAMOOR,78-39,PARSONS BOULEVARD,QUEENS,11366,"78-39 PARSONS BOULEVARD,QUEENS 11366",OK,78-39 PARSONS BOULEVARD,QUEENS,11366,408,QN3,40.721284,-73.80945,4068300001,718-380-7040,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC41677,PRESCHOOL,SBCC,School Based Child Care,4147930,,,,100,45.1817,5,8.0094,0,23.3017,100,35.2291,8,4,136
ALBANIAN ISLAMIC AND CULTURAL PRESCHOOL,ALBANIAN ISLAMIC AND CULTURAL CENTER,307,VICTORY BLVD.,STATEN ISLAND,10301,"307 VICTORY BLVD.,STATEN ISLAND 10301",OK,307 VICTORY BOULEVARD,STATEN IS,10301,501,SI1,40.634656,-74.08513,5001090006,718-816-6161,,7/28/2116,Active,3 YEARS - 5 YEARS,0,DC32793,PRESCHOOL,SBCC,School Based Child Care,5150536,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,8,4,136
ALEENE LOGAN PRESCHOOL CENTER,"CLAREMONT NEIGHBORHOOD CENTER, INC.",1450,WEBSTER AVENUE,BRONX,10456,"1450 WEBSTER AVENUE,BRONX 10456",OK,1450 WEBSTER AVENUE,BRONX,10456,203,BX1,40.837646,-73.906504,2028950001,718-588-0009,4170,11/2/2023,Permitted,2 YEARS - 5 YEARS,55,DC260,PRESCHOOL,GDC,Child Care - Pre School,2092076,,10/23/2003,N,100,21.905,9,11.9769,0,6.1285,100,18.9541,5,1,17
ALEPH DAYCARE 1 INC,Aleph Daycare 1 Inc,6660,AVENUE U,BROOKLYN,11234,"6660 AVENUE U,BROOKLYN 11234",OK,6660 AVENUE U,BROOKLYN,11234,318,BK3,40.617909,-73.910126,3086310021,718-946-9833,105815,8/30/2024,Permitted,0 YEARS - 2 YEARS,9,DC41699,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3000000,,8/30/2022,Y,,,1,8.4034,,,,,6,2,34
ALEPH DAYCARE 1 Inc,Aleph Daycare 1 Inc,6660,AVENUE U,BROOKLYN,11234,"6660 AVENUE U,BROOKLYN 11234",OK,6660 AVENUE U,BROOKLYN,11234,318,BK3,40.617909,-73.910126,3086310021,718-946-9833,105774,8/11/2024,Permitted,2 YEARS - 5 YEARS,75,DC40188,PRESCHOOL,GDC,Child Care - Pre School,3000000,,8/11/2022,Y,,,2,11.9769,,,,,5,1,17
Aleph Daycare Inc,Aleph Daycare Inc,975,E 13TH ST,BROOKLYN,11230,"975 E 13TH ST,BROOKLYN 11230",OK,975 EAST   13 STREET,BROOKLYN,11230,314,BK5,40.625832,-73.963399,3067060048,718-946-9833,105519,9/30/2023,Permitted,2 YEARS - 5 YEARS,105,DC40221,PRESCHOOL,GDC,Child Care - Pre School,3179572,,9/30/2021,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,5,1,17
ALFRED E. SMITH DAY CAMP,NYC DEPARTMENT OF PARKS AND RECREATION,80,CATHERINE STREET,MANHATTAN,10038,"80 CATHERINE STREET,MANHATTAN 10038",OK,80 CATHERINE STREET,MANHATTAN,10038,103,MN2,40.710729,-73.996631,1001110160,646-992-7859,33967,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,50,DC23648,ALL AGE CAMP,Camp,Camp,1083357,www.nyc.gov/parks,6/3/2013,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
AL-IMAN SCHOOL,AL-IMAN SCHOOL PRE-K FOR ALL,137-11,90 AVENUE,QUEENS,11435,"137-11 90 AVENUE,QUEENS 11435",OK,137-11 90 AVENUE,QUEENS,11435,412,QN4,40.700778,-73.81494,4099700038,516-302-4950,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC25005,PRESCHOOL,SBCC,School Based Child Care,4213652,,,,66.6667,45.1817,8,8.0094,0,23.3017,66.6667,35.2291,8,4,136
AL-ISHAN PRESCHOOL,AL-IHSAN ACADEMY,134-02,ROCKAWAY BOULEVARD,QUEENS,11420,"134-02 ROCKAWAY BOULEVARD,QUEENS 11420",OK,134-02 ROCKAWAY BOULEVARD,QUEENS,11420,410,QN4,40.674614,-73.804421,4117580043,718-322-3154,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC32739,PRESCHOOL,SBCC,School Based Child Care,4255137,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,5,4,24
AL-ISHAN PRESCHOOL,AL-IHSAN ACADEMY,130-20,ROCKAWAY BLVD.,QUEENS,11420,"130-20 ROCKAWAY BLVD.,QUEENS 11420",OK,130-20 ROCKAWAY BOULEVARD,QUEENS,11420,410,QN4,40.674958,-73.808216,4117540060,917-744-7467,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC33550,PRESCHOOL,SBCC,School Based Child Care,4254936,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,5,4,24
"ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.",35-01,24 STREET,QUEENS,11106,"35-01 24 STREET,QUEENS 11106",OK,35-01 24 STREET,QUEENS,11106,401,QN1,40.760172,-73.932899,4003380023,718-707-0501,6855,5/26/2023,Permitted,2 YEARS - 5 YEARS,64,DC2838,PRESCHOOL,GDC,Child Care - Pre School,4003978,,2/10/2003,N,0,21.905,20,11.9769,0,6.1285,0,18.9541,5,1,17
"ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.",35-01,24 STREET,QUEENS,11106,"35-01 24 STREET,QUEENS 11106",OK,35-01 24 STREET,QUEENS,11106,401,QN1,40.760172,-73.932899,4003380023,718-707-0501,6856,5/27/2023,Permitted,0 YEARS - 2 YEARS,27,DC12377,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4003978,,5/27/2005,N,0,17.4391,7,8.4034,0,4.9984,0,15.3835,6,2,34
"ALL IN ONE KIDS, INC.","ALL IN ONE KIDS, INC.",67-45,215 STREET,QUEENS,11364,"67-45 215 STREET,QUEENS 11364",OK,67-45 215 STREET,QUEENS,11364,411,QN3,40.743343,-73.760545,4076270011,929-331-4000,103600,3/31/2024,Permitted,2 YEARS - 5 YEARS,39,DC33661,PRESCHOOL,GDC,Child Care - Pre School,4163110,,3/31/2016,Y,50,21.905,7,11.9769,0,6.1285,50,18.9541,5,1,17
ALL MY  CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,108-22,69 AVENUE,QUEENS,11375,"108-22 69 AVENUE,QUEENS 11375",OK,108-22 69 AVENUE,QUEENS,11375,406,QN2,40.725067,-73.845131,4022190015,718-544-0007,103775,8/24/2024,Permitted,0 YEARS - 2 YEARS,20,DC33765,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4052272,,8/24/2016,Y,0,17.4391,5,8.4034,0,4.9984,0,15.3835,6,2,34
ALL MY CHILDREN CARE AND NURSERY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,169-07,JEWEL AVENUE,QUEENS,11365,"169-07 JEWEL AVENUE,QUEENS 11365",OK,169-07 JEWEL AVENUE,QUEENS,11365,408,QN3,40.731501,-73.800288,4069400029,718-454-5600,6094,8/26/2023,Permitted,2 YEARS - 5 YEARS,29,DC2226,PRESCHOOL,GDC,Child Care - Pre School,4149982,WWW.ALLMYCHILDRENDAYCARE.COM,1/25/1993,Y,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE,INC",175-44,MAYFIELD ROAD,QUEENS,11432,"175-44 MAYFIELD ROAD,QUEENS 11432",OK,175-44 MAYFIELD ROAD,QUEENS,11432,408,QN3,40.716221,-73.789783,4098900020,718-658-1563,6598,12/1/2024,Permitted,0 YEARS - 2 YEARS,15,DC12381,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4211404,www.allmychildrendaycare.com,10/6/1995,Y,50,17.4391,4,8.4034,0,4.9984,50,15.3835,6,2,34
ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL, INC.",110-15,164 PLACE,QUEENS,11433,"110-15 164 PLACE,QUEENS 11433",OK,110-15 164 PLACE,QUEENS,11433,412,QN4,40.693627,-73.786987,4101930001,718-526-5911,25917,10/22/2024,Permitted,2 YEARS - 5 YEARS,105,DC23264,PRESCHOOL,GDC,Child Care - Pre School,4216947,,10/22/2012,Y,50,21.905,8,11.9769,25,6.1285,25,18.9541,5,1,17
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,110,RIDGE STREET,MANHATTAN,10002,"110 RIDGE STREET,MANHATTAN 10002",OK,110 RIDGE STREET,MANHATTAN,10002,103,MN2,40.718918,-73.983204,1003440040,212-466-6262,73219,9/11/2024,Permitted,2 YEARS - 5 YEARS,59,DC31943,PRESCHOOL,GDC,Child Care - Pre School,1004096,www.allmychildrendaycare.com,9/11/2014,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,97-30,QUEENS BOULEVARD,QUEENS,11374,"97-30 QUEENS BOULEVARD,QUEENS 11374",OK,97-30 QUEENS BOULEVARD,QUEENS,11374,406,QN2,40.728991,-73.859284,4030840014,718-658-1563,73958,10/1/2024,Permitted,2 YEARS - 5 YEARS,159,DC32291,PRESCHOOL,GDC,Child Care - Pre School,4072142,,10/1/2014,Y,0,21.905,10,11.9769,0,6.1285,0,18.9541,5,1,17
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,175-44,MAYFIELD ROAD,QUEENS,11432,"175-44 MAYFIELD ROAD,QUEENS 11432",OK,175-44 MAYFIELD ROAD,QUEENS,11432,408,QN3,40.716221,-73.789783,4098900020,718-658-1563,6190,5/17/2024,Permitted,2 YEARS - 5 YEARS,67,DC3120,PRESCHOOL,GDC,Child Care - Pre School,4211404,www.allmychildrendaycare.com,5/17/2004,N,33.3333,21.905,12,11.9769,33.3333,6.1285,0,18.9541,5,1,17
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,"ALL MY CHILDREN DAY CARE & NURSERY, INC.",83-10,188 STREET,QUEENS,11423,"83-10 188 STREET,QUEENS 11423",OK,83-10 188 STREET,QUEENS,11423,408,QN3,40.724734,-73.778936,4072630035,718-454-5600,25177,10/16/2024,Permitted,2 YEARS - 5 YEARS,58,DC22860,PRESCHOOL,GDC,Child Care - Pre School,4156255,,10/16/2012,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,5,1,17
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,420,LEFFERTS AVENUE,BROOKLYN,11225,"420 LEFFERTS AVENUE,BROOKLYN 11225",OK,420 LEFFERTS AVENUE,BROOKLYN,11225,309,BK3,40.662571,-73.947213,3013310009,718-576-6170,25377,10/17/2022,Expired-In Renewal,2 YEARS - 5 YEARS,196,DC24553,PRESCHOOL,GDC,Child Care - Pre School,3035444,www.allmychildrendaycare.com,10/17/2012,Y,20,21.905,47,11.9769,20,6.1285,0,18.9541,5,1,17
