address
"239 VANDERBILT AVENUE,BROOKLYN 11205"
"814 MARCY AVE,BROOKLYN 11216"
"114-30 FRANCIS LEWIS BOULEVARD,QUEENS 11411"
"3495 NOSTRAND AVENUE,BROOKLYN 11229"
"756 MYRTLE AVENUE,BROOKLYN 11206"
"80 Riverside Boulevard,MANHATTAN 10069"
"323 5  Avenue,BROOKLYN 11215"
"1990-1996 Amsterdam  Avenue,MANHATTAN 10032"
"212-12 26 AVENUE,QUEENS 11360"
"2195 GRAND CONCOURSE,BRONX 10453"
"1169 43RD STREET,BROOKLYN 11219"
"29-22 Northern Boulevard,QUEENS 11101"
"150-15 41ST AVENUE,QUEENS 11354"
"25 PINE STREET,MANHATTAN 10005"
"872-874 CRESCENT STREET,BROOKLYN 11208"
"25010 GRAND CENTRAL PKWY,QUEENS 11426"
"90-05 161 STREET,QUEENS 11432"
"2205 THIRD AVENUE,MANHATTAN 10035"
"11 5th Ave,MANHATTAN 10003"
"22-40 90 Street,QUEENS 11369"
"1460 56TH STREET,BROOKLYN 11219"
"331 CENTRAL AVENUE,BROOKLYN 11221"
"1362 JEROME AVENUE,BRONX 10452"
"132 HIGHLAWN AVENUE,BROOKLYN 11223"
"823 CLASSON  AVENUE,BROOKLYN 11238"
"1014 EAST 15 STREET,BROOKLYN 11230"
"4123 AVENUE U,BROOKLYN 11234"
"1298 WOODROW ROAD,STATEN ISLAND 10309"
"636-640 BEDFORD AVENUE,BROOKLYN 11249"
"1859 RICHMOND AVENUE,STATEN ISLAND 10314"
"388 CARROLL STREET,BROOKLYN 11231"
"145 EAST BROADWAY,MANHATTAN 10002"
"2848 BRIGHTON 7TH STREET,BROOKLYN 11235"
"548 6TH AVENUE,BROOKLYN 11215"
"818 SCHENCK AVENUE,BROOKLYN 11207"
"170-30 130 AVENUE,QUEENS 11434"
"2960 WEST 27 STREET,BROOKLYN 11224"
"1363 GILLESPIE AVENUE,BRONX 10461"
"575 LEXINGTON AVENUE,MANHATTAN 10022"
"83-06 ABINGDON ROAD,QUEENS 11415"
"3450 DEKALB AVE,BRONX 10467"
"1206 BAY RIDGE AVENUE,BROOKLYN 11219"
"685 TINTON AVENUE,BRONX 10455"
"1078 Fulton  Street,BROOKLYN 11238"
"70-44 KISSENA BLVD.,QUEENS 11367"
"1650 56 STREET,BROOKLYN 11204"
"2901 CAMPUS RD,BROOKLYN 11210"
"32 CARMINE STREET,MANHATTAN 10014"
"1113 COLGATE AVENUE,BRONX 10472"
"538 JAMAICA AVENUE,BROOKLYN 11208"
"312 E 95TH ST,MANHATTAN 10128"
"104-21 39TH AVE,QUEENS 11368"
"560 WEST 113 STREET,MANHATTAN 10025"
"745 7TH AVENUE,MANHATTAN 10019"
"2 FIFTH AVENUE,MANHATTAN 10011"
"60-05 WOODHAVEN BLVD.,QUEENS 11373"
"2585 Coney Island  Avenue,BROOKLYN 11223"
"217-21 MERRICK BLVD.,QUEENS 11413"
"12 WEST 12 STREET,MANHATTAN 10011"
"185 MARCY AVE,BROOKLYN 11211"
"72-55 AUSTIN STREET,QUEENS 11375"
"314 PACIFIC STREET,BROOKLYN 11201"
"649 39TH STREET,BROOKLYN 11232"
"199 CHAMBERS STREET,MANHATTAN 10007"
"413 SMITH   STREET,BROOKLYN 11231"
"860 PARK AVENUE,BROOKLYN 11206"
"29 Eva Avenue,STATEN ISLAND 10306"
"1538 2 AVENUE,MANHATTAN 10028"
"1778 SOUTHERN BOULEVARD,BRONX 10460"
"212-220 WILSON STREET,BROOKLYN 11211"
"55 WEST 138 STREET,MANHATTAN 10037"
"161-93 47TH   AVENUE,QUEENS 11101"
"8515 RIDGE BLVD,BROOKLYN 11209"
"1171 Eastern Parkway,BROOKLYN 11213"
"226-02 MERRICK BOULEVARD,QUEENS 11413"
"216-22 Beach 87th Street,QUEENS 11693"
"259 10TH AVE,MANHATTAN 10001"
"122 EAST 91 STREET,MANHATTAN 10128"
"555 TOMPKINS AVENUE,STATEN ISLAND 10305"
"32 HANCOCK ST,STATEN ISLAND 10305"
"1402 40TH STREET,BROOKLYN 11218"
"544 UNION  AVENUE,BROOKLYN 11211"
"723 AVENUE Z,BROOKLYN 11223"
"411 THATFORD AVENUE,BROOKLYN 11212"
"2 GRIDLEY AVENUE,STATEN ISLAND 10303"
"543 Main Street,MANHATTAN 10044"
"232 SKILLMAN ST,BROOKLYN 11205"
"120-02 MERRICK BOULEVARD,QUEENS 11434"
"4206 12 Avenue,BROOKLYN 11219"
"4624 BROADWAY,MANHATTAN 10040"
"3365 THIRD AVENUE,BRONX 10456"
"172-17 LINDEN BOULEVARD,QUEENS 11434"
"97-45 63 DRIVE,QUEENS 11374"
"185 COURT STREET,BROOKLYN 11201"
"1045 BEACH    9 STREET,QUEENS 11691"
"324 WEST   15 STREET,MANHATTAN 10011"
"620 W 42nd street,MANHATTAN 10036"
"555 OCEAN PARKWAY,BROOKLYN 11218"
"90-01 ROCKAWAY BEACH BLVD.,QUEENS 11693"
"5625 ARLINGTON AVENUE,BRONX 10471"
"214 STUYVESANT AVENUE,BROOKLYN 11221"
"1083 ALLERTON AVENUE,BRONX 10469"
"122-01 Guy R Brewer Boulevard,QUEENS 11434"
"315 VANDERBILT AVENUE,BROOKLYN 11205"
"225 WEST  99TH STREET,MANHATTAN 10025"
"74-15 JUNIPER BOULEVARD NORTH,QUEENS 11379"
"452 EAST 9 STREET,BROOKLYN 11218"
"5916 20TH AVENUE,BROOKLYN 11204"
"485 VICTORY BOULEVARD,STATEN ISLAND 10301"
"757 60TH ST,BROOKLYN 11220"
"1525 ST NICHOLAS AVENUE,MANHATTAN 10033"
"2495 BROADWAY,MANHATTAN 10025"
"1501 LEXINGTON AVENUE,MANHATTAN 10029"
"40 SUTTON PLACE,MANHATTAN 10022"
"802 UNION ST,BROOKLYN 11215"
"456-44 154 STREET,QUEENS 11357"
"419 EAST 77TH STREET,MANHATTAN 10075"
"125 EAST 85 STREET,MANHATTAN 10028"
"137-56 70 AVENUE,QUEENS 11367"
"125 BROAD STREET,MANHATTAN 10004"
"231-10 HILLSIDE AVENUE,QUEENS 11427"
"10023 SEAVIEW   AVENUE,BROOKLYN 11236"
"2148 Ocean Avenue,BROOKLYN 11229"
"400 LINCOLN ROAD,BROOKLYN 11225"
"83-78 Daniel Street,QUEENS 11435"
"1 EAST 104 STREET,MANHATTAN 10029"
"7 WEST 10 STREET,MANHATTAN 10011"
"2169 CONEY ISLAND AVENUE,BROOKLYN 11223"
"995 CARROLL STREET,BROOKLYN 11225"
"4815 14th Avenue,BROOKLYN 11219"
"36-01 BELL BOULEVARD,QUEENS 11361"
"454-78 152ND STREET,QUEENS 11357"
"115 EAST 98 STREET,MANHATTAN 10029"
"95 WEST 168TH STREET,BRONX 10452"
"141-20 GRAND CENTRAL PKWY,QUEENS 11435"
"503 EVERGREEN AVENUE,BROOKLYN 11221"
"6023 FT HAMLTON PKWY,BROOKLYN "
"7106 13TH AVENUE,BROOKLYN 11228"
"386 MARLBOROUGH ROAD,BROOKLYN 11226"
"206 WEST 64 STREET,MANHATTAN 10023"
"166 WEST 97 STREET,MANHATTAN 10025"
"1363 46TH STREET,BROOKLYN 11219"
"75 HICKS STREET,BROOKLYN 11201"
"475 MAIN STREET,MANHATTAN 10044"
"56 EAST 93 STREET,MANHATTAN 10128"
"9718 FLATLANDS AVENUE,BROOKLYN 11236"
"89-14 163 STREET,QUEENS 11432"
"38 Lafayette Avenue,BROOKLYN 11217"
"50-11 QUEENS BOULEVARD,QUEENS 11377"
"4105 CHURCH AVENUE,BROOKLYN 11203"
"600 HART STREET,BROOKLYN 11221"
"199-15 LINDEN BOULEVARD,QUEENS 11412"
"348 13th street,BROOKLYN 11215"
"1205 44 STREET,BROOKLYN 11219"
"32-20 108,QUEENS "
"1331 Flatbush Avenue,BROOKLYN 11226"
"39-60 54 STREET,QUEENS 11377"
"7616 13TH AVENUE,BROOKLYN 11228"
"424 WEST 116 STREET,MANHATTAN 10027"
"79-33 258 STREET,QUEENS 11004"
"237 Duffield Street,BROOKLYN 11201"
"12 NEWEL ST,BROOKLYN 11222"
"104 West End Avenue,BROOKLYN 11235"
"453-39 51 AVENUE,QUEENS 11101"
"834 PROSPECT PLACE,BROOKLYN 11216"
"164 EAST 68 STREET,MANHATTAN 10065"
"651 BROADWAY,STATEN ISLAND 10310"
"169 WEST 87TH STREET,MANHATTAN 10024"
"76 ST ALBAN'S PLACE,STATEN ISLAND 10312"
"590 WEST 235 STREET,BRONX 10463"
"610 WEST 112 STREET,MANHATTAN 10025"
"334 AMSTERDAM AVENUE,MANHATTAN 10023"
"12 East  89th  Street,MANHATTAN 10128"
"25 Market Street,MANHATTAN 10002"
"550 OCEAN PARKWAY,BROOKLYN 11218"
"83-38 CORNISH AVENUE,QUEENS 11373"
"34 WEST 118TH STREET,MANHATTAN 10026"
"1938 BATH AVENUE,BROOKLYN 11214"
"311 WEST 120 STREET,MANHATTAN 10027"
"27-18 HOYT AVENUE SOUTH,QUEENS 11102"
"240 EAST   84 STREET,MANHATTAN 10028"
"101-09 WOODHAVEN BLVD,QUEENS 11416"
"131 REMSEN STREET,BROOKLYN 11201"
"30 WEST 68TH STREET,MANHATTAN 10023"
"1766 2ND AVE,MANHATTAN 10128"
"626 FLATBUSH AVENUE,BROOKLYN 11225"
"12 EAST 96 STREET,MANHATTAN 10128"
"202 RIVERSIDE DRIVE,MANHATTAN 10025"
"1080 UTICA AVENUE,BROOKLYN 11203"
"39-76 58 STREET,QUEENS 11377"
"196 ALBANY AVE,BROOKLYN 11213"
"145 Rutledge Street,BROOKLYN 11211"
"35 West 134 Street,MANHATTAN 10037"
"9718 Flatlands Avenue,BROOKLYN 11236"
"501 8TH STREET,BROOKLYN 11215"
"111 EAST 60TH STREET,MANHATTAN 10022"
"407 EAST 53 STREET,BROOKLYN 11203"
"140 HARVEST AVENUE,STATEN ISLAND 10310"
"49 AVENUE W,BROOKLYN 11223"
"1846 RANDALL AVENUE,BRONX 10473"
"992 GATES AVENUE,BROOKLYN 11221"
"1401 AVENUE I,BROOKLYN 11230"
"60-10 47 AVENUE,QUEENS 11377"
"412 KINGS HIGHWAY,BROOKLYN 11223"
"525 WEST   52 STREET,MANHATTAN 10019"
"2600 OCEAN AVENUE,BROOKLYN 11229"
"706 QUINCY STREET,BROOKLYN 11221"
"4910 LITTLE NECK PKWY,QUEENS 11362"
"3867 SHORE PARKWAY,BROOKLYN 11235"
"271-20 48 AVENUE,QUEENS 11109"
"46-04 Vernon Blvd.,QUEENS 11101"
"1462 62 STREET,BROOKLYN 11219"
"2745 ATLANTIC AVENUE,BROOKLYN 11207"
"5555 MOSHOLU AVENUE,BRONX 10471"
"2 CASTLE HILL AVENUE,BRONX 10473"
"561 UTICA  AVENUE,BROOKLYN 11203"
"5566 KINGS HWY,BROOKLYN 11203"
"2188 PITKIN AVENUE,BROOKLYN 11207"
"124-50 METROPOLITAN AVENUE,QUEENS 11415"
"1224 PROSPECT AVENUE,BROOKLYN 11218"
"358 OVINGTON AVENUE,BROOKLYN 11209"
"570 Crown Street,BROOKLYN 11213"
"1811 CROTONA AVENUE,BRONX 10457"
"139 NEVINS STREET,BROOKLYN 11217"
"137 NEVINS ST,BROOKLYN 11217"
"5240-5250 FIELDSTON ROAD,BRONX 10471"
"21-60 33 STREET,QUEENS 11105"
"1565 59th st,BROOKLYN 11219"
"247 86th Street,BROOKLYN 11209"
"318 EAST 116TH STREET,MANHATTAN 10029"
"3031 GRAND CONCOURSE,BRONX 10468"
"2546 EAST 7 STREET,BROOKLYN 11235"
"7524 14 AVENUE,BROOKLYN 11228"
"540 EAST 76 STREET,MANHATTAN 10021"
"442 EAST HOUSTON STREET,MANHATTAN 10002"
"3335 COUNTRY CLUB ROAD,BRONX 10465"
"2030 E 69TH ST,BROOKLYN 11234"
"27-17 27 STREET,QUEENS 11102"
"345 EAST 101 STREET,MANHATTAN 10029"
"1002 65 STREET,BROOKLYN 11219"
"1224 PROSPECT AVENUE,BROOKLYN 11218"
"230 BOGART STREET,BROOKLYN 11206"
"1729 PRESIDENT STREET,BROOKLYN 11213"
"25-13 27th STREET,QUEENS 11102"
"30-11 30 DRIVE,QUEENS 11102"
"348 EAST 54TH ST.,MANHATTAN 10022"
"129 FULTON ST,MANHATTAN 10038"
"2702 LINDEN BOULEVARD,BROOKLYN 11208"
"310 West 103rd  Street,MANHATTAN 10025"
"143-04 FARMERS   BOULEVARD,QUEENS 11434"
"2345 85 STREET,BROOKLYN 11214"
"175 VANDERBILT AVE,BROOKLYN 11205"
"2235 FREDERICK DOUGLAS BOULEVARD,MANHATTAN 10027"
"2209 AVENUE R,BROOKLYN 11229"
"1271 AVENUE OF THE AMERICAS,MANHATTAN 10020"
"992 GATES AVENUE,BROOKLYN 11221"
"175-44 Mayfield Road,QUEENS 11432"
"159-30 HARLEM RIVER DRIVE,MANHATTAN 10039"
"341 PROSPECT AVENUE,BROOKLYN 11215"
"34-45 202 STREET,QUEENS 11361"
"114-32 MERRICK BOULEVARD,QUEENS 11434"
"976 PRESIDENT ST,BROOKLYN 11225"
"175 VANDERBILT AVE,BROOKLYN 11205"
"331 EAST 187 STREET,BRONX 10458"
"6301 RIVERDALE AVENUE,BRONX 10471"
"167 Taylor STreet,BROOKLYN 11211"
"1943 BROWN STREET,BROOKLYN 11229"
"495 GATES AVENUE,BROOKLYN 11216"
"82-04 LEFFERTS BOULEVARD,QUEENS 11415"
"1275 STERLING PL,BROOKLYN 11213"
"1110 CORTELYOU ROAD,BROOKLYN 11218"
"10 SOUTH STREET,MANHATTAN 10004"
"66-20 80 Street,QUEENS 11379"
"7 EAST   96 STREET,MANHATTAN 10128"
"1711 HAIGHT AVENUE,BRONX 10461"
"20 EAST 92 STREET,MANHATTAN 10128"
"2130 44TH DR,QUEENS 11101"
"200 EASTERN PARKWAY,BROOKLYN 11238"
"471 North Gannon Avenue,STATEN ISLAND 10314"
"213-03 NORTHERN BLVD.,QUEENS 11361"
"212 GRAHAM AVENUE,BROOKLYN 11206"
"260 West 153rd Street,MANHATTAN 10039"
"3220 ARLINGTON AVENUE,BRONX 10463"
"180 Malcolm X  Boulevard,BROOKLYN 11221"
"1120 46TH RD,QUEENS 11101"
"44 KENT ST,BROOKLYN 11222"
"88 LEONARD STREET,MANHATTAN 10013"
"67-52 79TH ST,QUEENS 11379"
"351 Fort Washington Avenue,MANHATTAN 10033"
"330 EAST 26 STREET,MANHATTAN 10010"
"238 5 AVENUE,BROOKLYN 11215"
"525 WEST 120 STREET  BOX 98,MANHATTAN 10027"
"42-09 28TH STREET,QUEENS 11101"
"238 ST MARKS AVENUE,BROOKLYN 11238"
"5480 BROADWAY,BRONX 10463"
"1531 Nostrand Avenue,BROOKLYN 11226"
"1018 AVENUE  Y,BROOKLYN 11235"
"100 Church Street,MANHATTAN 10007"
"119-01 Merrick Boulevard,QUEENS 11434"
"1774 58TH STREET,BROOKLYN 11204"
"31-10 23 STREET,QUEENS 11106"
"226-18 MERRICK BOULEVARD,QUEENS 11413"
"1943 Brown  Street,BROOKLYN 11229"
"108 COOPER ST,MANHATTAN 10034"
"1175 EAST TREMONT AVENUE,BRONX 10460"
"1257-1263 38TH STREET,BROOKLYN 11218"
"308 WEST 46 STREET,MANHATTAN 10036"
"1430 W 4 STREET,BROOKLYN 11204"
"2075 EAST 68TH STREET,BROOKLYN 11234"
"500 West 160 Street,MANHATTAN 10032"
"141 EAST 40TH STREET,BROOKLYN 11203"
"151 CLINTON STREET,MANHATTAN 10002"
"253-01 NORTHERN BLVD,QUEENS 11362"
"561 Utica Avenue,BROOKLYN 11203"
"1169 43 STREET,BROOKLYN 11219"
"109 NASSAU AVENUE,BROOKLYN 11222"
"4416 23RD ST,QUEENS 11101"
"200 PENN AVENUE,STATEN ISLAND 10306"
"195 WILSON STREET,BROOKLYN 11211"
"2720 86TH STREET,BROOKLYN 11223"
"1317 AVENUE T,BROOKLYN 11229"
"83-09 157TH AVE,QUEENS 11414"
"6660 AVENUE U,BROOKLYN 11234"
"32-20 108 ST,QUEENS 11369"
"3365 THIRD AVENUE,BRONX 10456"
"704 BROADWAY,MANHATTAN 10003"
"613 Beach 9 Street,QUEENS 11691"
"3322 Decatur Avenue,BRONX 10467"
"90-02 QUEENS BOULEVARD,QUEENS 11373"
"1305 HYLAN BOULEVARD,STATEN ISLAND 10305"
"454 BEACH 67 STREET,QUEENS 11692"
"151 CLINTON STREET,MANHATTAN 10002"
"61-17 GRAND AVENUE,QUEENS 11378"
"1595 LEXINGTON  AVENUE,MANHATTAN 10029"
"171 West 107th Street,MANHATTAN 10025"
"240 MEEKER AVENUE,BROOKLYN 11211"
"646 5 AVENUE,BROOKLYN 11215"
"2611 AVENUE Z,BROOKLYN 11235"
"2260 ANDREWS AVENUE,BRONX 10468"
"93 NAGLE AVENUE,MANHATTAN 10040"
"167-01 UNION  TURNPIKE,QUEENS 11366"
"888 LEXINGTON AVENUE,MANHATTAN 10065"
"1423 PROSPECT AVENUE,BRONX 10459"
"532 ST. JOHNS PLACE,BROOKLYN 11238"
"6803 20 AVENUE,BROOKLYN 11204"
"106-08 173 STREET,QUEENS 11433"
"5411 AMBOY ROAD,STATEN ISLAND 10312"
"207-11 89 AVENUE,QUEENS 11427"
"435 CENTRAL PARK WEST,MANHATTAN 10025"
"429 Kent Ave,BROOKLYN 11249"
"425 EAST 159TH STREET,BRONX 10451"
"75 WEST END AVE,MANHATTAN 10023"
"133-14 41  Avenue,QUEENS 11355"
"129 ELMWOOD AVENUE,BROOKLYN 11230"
"71-12 MAIN ST,QUEENS 11367"
"141 EAST   28 STREET,MANHATTAN 10016"
"1173 Eastern Parkway,BROOKLYN 11213"
"291 Broadway,MANHATTAN 10007"
"1901 OCEAN PARKWAY,BROOKLYN 11223"
"927 MCDONALD  AVENUE,BROOKLYN 11218"
"275 MARCUS GARVEY BOULEVARD,BROOKLYN 11221"
"95 WEST 168TH STREET,BRONX 10452"
"401 EAST   55 STREET,MANHATTAN 10022"
"7 WEST 83RD STREET,MANHATTAN 10024"
"286 SOUTH STREET,MANHATTAN 10002"
"147-32 SANFORD AVE,QUEENS 11355"
"85 GREENWAY SOUTH,QUEENS 11375"
"68-05 FRESH MEADOW LANE,QUEENS 11365"
"38 E 22ND ST,MANHATTAN 10010"
"42 HENRY STREET,BROOKLYN 11201"
"430 WEST 25TH ST.,MANHATTAN 10001"
"404 EAST 91ST STREET,MANHATTAN 10128"
"8885 26 AVENUE,BROOKLYN 11214"
"138 UNION STREET,BROOKLYN 11231"
"120 EAST  169 STREET,BRONX 10452"
"544 UNION AVENUE,BROOKLYN 11211"
"969 43RD STREET,BROOKLYN 11219"
"1440 86 STREET,BROOKLYN 11228"
"70 PROSPECT PARK WEST,BROOKLYN 11215"
"272 WEST 10 STREET,MANHATTAN 10014"
"7806-08 NEW UTRECHT AVENUE,BROOKLYN 11214"
"74  HOWARD AVE,STATEN ISLAND 10301"
"167-07 35 AVENUE,QUEENS 11358"
"609 EAST 156TH STREET,BRONX 10455"
"125 BROAD STREET,MANHATTAN 10004"
"1363 46 STREET,BROOKLYN 11219"
"775 WEST  254 STREET Rear,BRONX 10471"
"353 West Street,MANHATTAN 10014"
"323 EAST 47TH STREET,MANHATTAN 10017"
"196-10 Union Turnpike,QUEENS 11366"
"381 LENOX AVENUE,MANHATTAN 10027"
"212-43 JAMAICA AVENUE,QUEENS 11428"
"69 MACDONOUGH STREET,BROOKLYN 11216"
"44-10 192 STREET,QUEENS 11358"
"342 SMITH STREET,BROOKLYN 11231"
"1415 45 STREET,BROOKLYN 11219"
"480 ST NICHOLAS AVENUE,MANHATTAN 10030"
"1113 CHURCH AVENUE,BROOKLYN 11218"
"835 FOREST HILL ROAD,STATEN ISLAND 10314"
"274 KEAP STREET,BROOKLYN 11211"
"556 COLUMBIA ST,BROOKLYN 11231"
"1206 BAY RIDGE AVENUE,BROOKLYN 11219"
"42 AUSTIN PLACE,STATEN ISLAND 10304"
"40 WEST 22ND STREET,MANHATTAN 10010"
"200 WEST STREET,MANHATTAN 10282"
"1 JAMAICA CENTER PLAZA,QUEENS 11432"
"576 GATES AVENUE,BROOKLYN 11221"
"612 WEST 187 STREET,MANHATTAN 10033"
"31-20 21 AVENUE,QUEENS 11105"
"401 97TH STREET,BROOKLYN 11209"
"4202 12 AVENUE,BROOKLYN 11219"
"6709 108TH ST,QUEENS 11375"
"230 BROADWAY,STATEN ISLAND 10310"
"259 TENTH AVENUE,MANHATTAN 10001"
"3922 CHURCH AVENUE,BROOKLYN 11203"
"919 EAST 10 STREET,BROOKLYN 11230"
"33-16 79 STREET,QUEENS 11372"
"607 HENRY ST,BROOKLYN 11231"
"4105 CHURCH AVENUE,BROOKLYN 11203"
"71-33 162 STREET,QUEENS 11365"
"155 NORWAY AVE,STATEN ISLAND 10305"
"146 DUANE STREET,MANHATTAN 10013"
"5000 14 AVENUE,BROOKLYN 11219"
"49 AVENUE T,BROOKLYN 11223"
"1401 FLATBUSH AVENUE,BROOKLYN 11210"
"255 West 14 Street,MANHATTAN 10011"
"4421 15 AVENUE,BROOKLYN 11219"
"375 Sand Lane,STATEN ISLAND 10305"
"512 ROCKAWAY AVENUE,BROOKLYN 11212"
"1270 BAY RIDGE PARKWAY,BROOKLYN 11228"
"300 VESEY STREET,MANHATTAN 10281"
"560 CONCORD AVENUE,BRONX 10455"
"139-76 85TH DR,QUEENS 11435"
"94-01 85 STREET,QUEENS 11416"
"1465 PARK AVENUE,MANHATTAN 10029"
"1681 49 STREET,BROOKLYN 11204"
"300 Rogers  Avenue,BROOKLYN 11225"
"86-35 235 COURT,QUEENS 11427"
"2403 AVENUE X,BROOKLYN 11235"
"647 ROGERS AVENUE,BROOKLYN 11226"
"293 E. 53rd Street,BROOKLYN 11203"
"20 PARK HILL CIRCLE,STATEN ISLAND 10304"
"5795-97 Tyndall Avenue,BRONX 10471"
"116 WEST 11TH ST.,MANHATTAN 10011"
"55 Prospect Street,BROOKLYN 11201"
"16-01 150 STREET,QUEENS 11357"
"1470 56 STREET,BROOKLYN 11219"
"50-11 QUEENS BOULEVARD,QUEENS 11377"
"2961 Nostrand Avenue,BROOKLYN 11229"
"1521 CENTRAL AVENUE,QUEENS 11691"
"130-20 ROCKAWAY BLVD.,QUEENS 11420"
"1523 58TH STREET,BROOKLYN 11219"
"113-210 EAST 73RD STREET,MANHATTAN 10021"
"650 EAST 77 STREET,BROOKLYN 11236"
"6703 13th Avenue,BROOKLYN 11219"
"50-08 39 STREET,QUEENS 11104"
"23-81 21st Street,QUEENS 11105"
"116-55 GUY R. BREWER BLVD.,QUEENS 11434"
"3679 Nostrand  Avenue,BROOKLYN 11229"
"1173 EASTERN PARKWAY,BROOKLYN 11213"
"830 DELAFIELD AVENUE,STATEN ISLAND 10310"
"131 WEST   86 STREET,MANHATTAN 10024"
"2770 EAST 16TH STREET,BROOKLYN 11235"
"1725 YORK AVENUE,MANHATTAN 10128"
"988 POST AVENUE,STATEN ISLAND 10302"
"105-109 HIGHLAND PLACE,BROOKLYN 11208"
"12 Stuyvesant Oval,MANHATTAN 10009"
"540 EAST 76 STREET,MANHATTAN 10021"
"147 ST NICHOLAS AVENUE,MANHATTAN 10026"
"2150 BENSON AVENUE,BROOKLYN 11214"
"32-20 108 ST,QUEENS 11369"
"610 BLOOMINGDALE ROAD,STATEN ISLAND 10309"
"11 HOYT ST,BROOKLYN 11201"
"41 BROAD STREET,MANHATTAN 10004"
"166 West 97th Street,MANHATTAN 10025"
"0 Pier 62,MANHATTAN 10014"
"1032 RUTLAND ROAD,BROOKLYN 11212"
"132 EAST 78 STREET,MANHATTAN 10075"
"2017 BEVERLY ROAD,BROOKLYN 11226"
"213-54 35 AVENUE,QUEENS 11361"
"180 WEST  135 STREET,MANHATTAN 10030"
"423 EAST 23 STREET,MANHATTAN 10010"
"715 TODT HILL ROAD,STATEN ISLAND 10304"
"600 LAFAYETTE AVENUE,BROOKLYN 11216"
"701 CARROLL STREET,BROOKLYN 11215"
"382 Baltic  Street,BROOKLYN 11201"
"1157 LEXINGTON AVENUE,MANHATTAN 10075"
"69-23 CYPRESS HILLS STREET,QUEENS 11385"
"213-01 NORTHERN BLVD.,QUEENS 11361"
"365 83 STREET,BROOKLYN 11209"
"3950 LACONIA AVENUE,BRONX 10466"
"180 AMSTERDAM AVENUE,MANHATTAN 10023"
"4110 5  Avenue,BROOKLYN 11232"
"1051 59 STREET,BROOKLYN 11219"
"444 Beach 6 Street,QUEENS 11691"
"29 MOTT STREET,MANHATTAN 10013"
"856 50TH ST,BROOKLYN 11220"
"241 PROSPECT PARK WEST,BROOKLYN 11215"
"570 JAMAICA AVENUE,BROOKLYN 11208"
"1801 55 STREET,BROOKLYN 11204"
"2743 OCEAN AVENUE,BROOKLYN 11229"
"331 WEST 25 STREET,MANHATTAN 10001"
"3 EAST 76 STREET,MANHATTAN 10021"
"60 WATER ST,BROOKLYN 11201"
"111-10 115 STREET,QUEENS 11420"
"570 CROWN ST.,BROOKLYN 11213"
"435 KINGS HIGHWAY,BROOKLYN 11223"
"311 SEA BREEZE AVE,BROOKLYN 11224"
"4206 15 AVENUE,BROOKLYN 11219"
"556 COLUMBIA ST,BROOKLYN 11231"
"431 AVENUE P,BROOKLYN 11223"
"195-03 LINDEN BOULEVARD,QUEENS 11412"
"315 AVENUE C,MANHATTAN 10009"
"838 41st street,BROOKLYN 11232"
"60 WEST 117 STREET,MANHATTAN 10026"
"345 ADAMS STREET,BROOKLYN 11201"
"316 East  91  Street,MANHATTAN 10128"
"26-27 2 Street,QUEENS 11102"
"160 RIVERSIDE BOULEVARD,MANHATTAN 10069"
"12 FRANKLIN AVENUE,BROOKLYN 11249"
"85 Rutledge Street,BROOKLYN 11249"
"1520 YORK AVENUE,MANHATTAN 10028"
"31-10 THOMSON AVENUE,QUEENS 11101"
"65 PARK PLACE,BROOKLYN 11217"
"112 ATLANTIC AVE,BROOKLYN 11201"
"344 EAST 14 STREET,MANHATTAN 10003"
"212-43 JAMAICA AVENUE,QUEENS 11428"
"411 THATFORD AVENUE,BROOKLYN 11212"
"5301 14 AVENUE,BROOKLYN 11219"
"337 74TH ST,BROOKLYN 11209"
"2937 86TH STREET,BROOKLYN 11223"
"312 East 95 Street,MANHATTAN 10128"
"257 BAY RIDGE AVENUE,BROOKLYN 11220"
"196 Bleecker Street,MANHATTAN 10012"
"2980 WEST 29 STREET,BROOKLYN 11224"
"1 University Plaza,BROOKLYN 11201"
"4616 4 AVENUE,BROOKLYN 11220"
"4419 18 AVENUE,BROOKLYN 11204"
"301 EAST   64 STREET,MANHATTAN 10065"
"300 EAST   35 STREET,MANHATTAN 10016"
"75 ROSS STREET,BROOKLYN 11249"
"14-02 124 STREET,QUEENS 11356"
"453-25 BORDEN AVENUE,QUEENS 11101"
"2856-2860 West 15 Street,BROOKLYN 11224"
"18 WARSOFF PLACE,BROOKLYN 11205"
"495 EAST 158TH STREET,BRONX 10451"
"44 DONGAN HILLS AVENUE,STATEN ISLAND 10306"
"8715 5 AVENUE,BROOKLYN 11209"
"225 E 51ST ST,MANHATTAN 10022"
"3001 WEST 37TH STREET,BROOKLYN 11224"
"233-02 Linden Blvd.,QUEENS 11411"
"163-15 OAK AVENUE,QUEENS 11358"
"137-20 FRANKLIN AVENUE,QUEENS 11355"
"685 E 182nd Street,BRONX 10457"
"705 Columbus Avenue,MANHATTAN 10025"
"274 KEAP STREET,BROOKLYN 11211"
"132-45 CROSS BAY BOULEVARD,QUEENS 11417"
"1902 AVENUE T,BROOKLYN 11229"
"429 Kent Ave,BROOKLYN 11249"
"14 Hope Street,BROOKLYN 11211"
"348 13th Street,BROOKLYN 11215"
"74 WEST  124 STREET,MANHATTAN 10027"
